GameID,Date,Time,Status,SiteName,SubSiteName,BillToName,SportName,LevelName,HomeTeams,AwayTeams,Officials
"9721215","5/21/2023","11:00 AM","Normal","MOORESTOWN - MEMORIAL FIELDS","S7","","Soccer","U-8","MOORESTOWN SC STINGRAYS 2015","CHERRY HILL SC CHERRY HILL SC WARRIORS 2015",
"9690417","5/21/2023","1:00 PM","Normal","NB- MANSFIELD TOWNSHIP ELEMENTARY SCHOOL","S7","","Soccer","U-8","NORTHERN BURLINGTON SA NORTHERN BURLINGTON BOOM 20","LOGAN SOCCER CLUB  LOGAN ARMADA 2015",
"9691562","5/21/2023","1:00 PM","Normal","OAKLYN - Oaklyn Public School","OAKLYN PUBLIC SCHOOL","","Soccer","U-10","OAKLYN SOCCER CLUB ROVERS 2013","PITMAN SA  TOMCATS 2013",
"9692452","5/21/2023","12:00 PM","Normal","PITTSGROVE-GREEN BRANCH","F1","","Soccer","U-17","PITTSGROVE SOCCER CLUB PSC JUVENTUS '07","EDGEWATER PARK ATHLETIC ASSOCIATION EP PHOENIX 200",
"9690774","5/21/2023","2:00 PM","Normal","PITTSGROVE-GREEN BRANCH","S7","","Soccer","U-9","PITTSGROVE SOCCER CLUB PSC FLYERS GREEN 2014","HIGHLAND YOUTH SOCCER CLUB THUNDER 2014",
"10675064","5/21/2023","2:15 PM","Normal","Rancocas Vallley-HAINESPORT MUNICIPAL PARK","F1","","Soccer","U-19","HS 7v7 CHFC PREMIER DIABLOS 2007","HS 7v7 RANCOCAS VALLEY SC RED DEVILS 2006",
"9690514","5/21/2023","12:00 PM","Normal","SENECA - STONEY CREEK FIELDS","S9","","Soccer","U-12","SENECA UNITED SC 2011 WARRIORS","SWEDESBORO WOOLWICH SOCCER ASSOC. RED FLAMES 2011",
"9691303","5/21/2023","10:00 AM","Normal","SOUTH HARRISON - STEWART","S7","","Soccer","U-11","SOUTH HARRISON SOCCER CLUB STRIKERS 2012","CHERRY HILL SC CHERRY HILL SC BULL DOGS 2012",
"9692170","5/21/2023","1:00 PM","Normal","SOUTH HARRISON - STEWART","S7","","Soccer","U-9","SOUTH HARRISON SOCCER CLUB RENEGADES 2014","VOORHEES SA VIKINGS 2014",
"9690753","5/21/2023","1:30 PM","Normal","SW-High Hill West Park","S1","","Soccer","U-9","SWEDESBORO WOOLWICH SOCCER ASSOC. DRAGONS 2014","MOUNT LAUREL UNITED LIGHTNING 2014",
"9974784","5/21/2023","6:00 PM","Normal","SW-Locke Avenue Park","F1","","Soccer","U-14","SWSA SWAT EDP/B","CHFC CHAOS EDP/B",
"9974715","5/21/2023","9:30 AM","Normal","TBAA-VALLEY BROOK","F1","","Soccer","U-12","TBAA LIGHTNING EDP/G","SJEB EDP/G",
"9690720","5/21/2023","3:30 PM","Normal","VINELAND SA","S7","","Soccer","U-8","VINELAND SA VINELAND LIVERPOOL 2015","HIGHLAND YOUTH SOCCER CLUB FUTURES 2015",
"9974707","5/21/2023","10:00 AM","Normal","VOORHEES-EASTERN HS","F1","","Soccer","U-15","VSA VENOM EDP/B","KINGSWAY PREMIER EDP/B",
"9974726","5/21/2023","11:30 AM","Normal","VOORHEES-EASTERN HS","F1","","Soccer","U-17","VSA NITRO EDP/G","TOMS RIVER EDP/G",
"9974780","5/21/2023","1:00 PM","Normal","VOORHEES-EASTERN HS","F1","","Soccer","U-15","VSA GALAXY EDP/G","MARLTON EDP/G",
"9974709","5/21/2023","2:30 PM","Normal","VOORHEES-EASTERN HS","F1","","Soccer","U-16","VSA VORTEX EDP/B","MERCER UNITED EDP/B",
"9974815","5/21/2023","12:00 PM","Normal","WASHINGTON TWP-WASH LAKE PARK","","","Soccer","U-17","WASHINGTON UNITED EDP/B","NJ PREMIER",
"9974814","5/21/2023","10:00 AM","Normal","WASHINGTON TWP-WASH LAKE PARK","F1","","Soccer","U-15","WASHINGTON UNITED EDP/B","LEHIGH VALLEY EDP/B",
"9690882","5/21/2023","3:30 PM","Normal","Willow Ridge","SUBSITE","","Soccer","U-14","MARLTON SOCCER CLUB MARLTON SC CHIEFS WHITE 2009","COHANSEY SC  STORM 2009",
"9691880","5/21/2023","4:00 PM","Normal","WINSLOW TWP - PETER VOLPA","F1","","Soccer","U-14","WINSLOW TOWNSHIP YSA WINSLOW VIPERS 2009","PITMAN SA  LIONS 2009",
"9691566","5/21/2023","12:30 PM","Normal","WOODBURY","S7","","Soccer","U-10","WOODBURY SOCCER CLUB WOODBURY PINES 2013","MAPLE SHADE SC MAPLE SHADE FORCE 2013",
